Activity	0.07010627063938478,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.6992059672611974,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	5.542835859311335E-6,Event	2.0611536181902033E-9,Location	1.615811953493297E-4,Place	0.9997210139026379,MeanOfTransportation	2.0611536181902033E-9,Species	0.9997725555024856,SportsSeason	2.0611536181902033E-9,TimePeriod	3.888290301518078E-9,Work	0.9999983647777761
Activity	3.214492209274003E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	0.9999986259025625,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.007231568893381223,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.6642060670961736,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.40512549695296585,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.00592118809004289,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.2752186232653339,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	0.001633531895175255,ChemicalSubstance	4.2842852672417683E-7,Device	2.1500342398679142E-8,Event	2.0611536181902033E-9,Location	3.724549679677313E-4,Place	0.004717076757366363,MeanOfTransportation	1.482148543163688E-6,Species	0.6636752926630135,SportsSeason	2.2876344510665485E-5,TimePeriod	6.915204751377811E-4,Work	0.9999999979388464
Activity	0.04378516623836716,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.0020062822362281432,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.004837929334766727,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.886776170492306E-8,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.007422787062026556,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	4.6875711265695825E-6,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.1791258873664107,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0512619290705444E-8,ChemicalSubstance	5.178420054979674E-7,Device	1.5403633221469338E-6,Event	2.0611536181902033E-9,Location	2.4503984784599613E-7,Place	1.594190408811097E-7,MeanOfTransportation	2.0611536181902033E-9,Species	1.5216765434630333E-5,SportsSeason	0.0024467761393120943,TimePeriod	2.6056399553767596E-4,Work	2.0611536181902033E-9
Activity	1.0453113749628834E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.3186667010916195,Agent	2.0611536181902033E-9,Organisation	9.999211974340045E-8,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.1636878063458498E-7,CelestialBody	6.40102825291076E-5,ChemicalSubstance	3.0170531902372756E-6,Device	1.8164783159802723E-5,Event	2.0611536181902033E-9,Location	0.09658359138565016,Place	0.7526135100132991,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	3.821258919773136E-6,TimePeriod	1.1783942630127146E-4,Work	2.129473041037701E-8
Activity	2.042364514133799E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.620584105006326E-8,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	9.093378037663413E-7,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9997668814723397,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.3570170818287751,Agent	2.0611536181902033E-9,Organisation	0.00231315089695167,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	5.168274804997846E-4,CelestialBody	9.976385705410554E-5,ChemicalSubstance	0.0013653482919636466,Device	1.125966479800295E-4,Event	2.1984682269597835E-8,Location	0.004993576166207815,Place	1.0446588228930276E-4,MeanOfTransportation	6.401531566470714E-6,Species	0.007419271202983027,SportsSeason	5.963759185657644E-4,TimePeriod	0.03251431425274048,Work	0.9999999979388464
Activity	0.3309115518055011,Agent	3.2794638582146593E-7,Organisation	6.87294034564697E-8,other	0.001595613693119926,Person	0.9999997429536616,Biomolecule	1.2014494052756191E-4,CelestialBody	0.0013846181267060781,ChemicalSubstance	0.052077092582579636,Device	9.05701146911554E-4,Event	2.695954936044573E-7,Location	0.0015912309629789747,Place	2.0611536181902033E-9,MeanOfTransportation	6.53783752916135E-8,Species	1.7703048138405513E-8,SportsSeason	6.508020316845326E-4,TimePeriod	0.025085002907219572,Work	0.5887049634742724
Activity	2.112174412687646E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	4.706819988126666E-4
Activity	0.001794957006565311,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.2145320193082649E-7,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.11546670742684141,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	0.20963970552115205,ChemicalSubstance	2.0611536181902033E-9,Device	1.0201198932559621E-8,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.0022688277095655567,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999995095644567,SportsSeason	2.0611536181902033E-9,TimePeriod	1.306363784314445E-7,Work	0.9999999979388464
Activity	0.11293855291074284,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	8.17521218467372E-4,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.4464355734228866E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	1.0143132731519963E-4,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	4.86866923895497E-7,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.0017232288910413326,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.029754628746567854,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999993314928516,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	4.499321912928592E-6,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	8.548089646493511E-6,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.004194255717551374
Activity	0.05224469979968112,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.031805965513532465,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	4.815954833343275E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	2.0611536181902033E-9,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.00632477034683375,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.2699945801579617,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.1629694879720322,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	1.3920378981845462E-8,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	1.0178841345260521E-5,Place	0.0075271359713762415,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	6.983432334122863E-8,Work	0.479962428531881
Activity	1.4872576799571356E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	8.313555659891893E-6,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.09998595817857373,Agent	0.998603458260731,Organisation	2.0611536181902033E-9,other	6.710080158611902E-6,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	3.264029661804463E-4,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	2.0611536181902033E-9,SportsSeason	8.340984802670249E-6,TimePeriod	3.7965640519904665E-6,Work	0.9999999979388464
Activity	6.411487449677377E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.002099007443959699,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.28559535668600905,Agent	0.9928332893142642,Organisation	3.026347909718979E-8,other	1.1172643456017566E-5,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	7.626255727626359E-8,ChemicalSubstance	3.5857351331513844E-4,Device	0.051367945276374706,Event	2.0611536181902033E-9,Location	5.391501860907124E-4,Place	2.0611536181902033E-9,MeanOfTransportation	0.1534605343518043,Species	2.0611536181902033E-9,SportsSeason	0.002969075239512034,TimePeriod	0.010964224039426405,Work	0.9999999625675579
Activity	4.02963480522838E-8,Agent	2.0611536181902033E-9,Organisation	0.9999999849412388,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999739518960068
Activity	0.18452745179166385,Agent	2.0611536181902033E-9,Organisation	1.055270149217453E-8,other	3.928567544929605E-8,Person	0.9999999964449965,Biomolecule	2.0611536181902033E-9,CelestialBody	1.642623971761328E-5,ChemicalSubstance	1.1215385910102E-6,Device	1.2842630518389335E-7,Event	2.0611536181902033E-9,Location	9.954154123281548E-8,Place	1.496840258088573E-7,MeanOfTransportation	2.0611536181902033E-9,Species	0.00229193128526234,SportsSeason	2.759595873495459E-5,TimePeriod	2.3663581630451656E-4,Work	2.0611536181902033E-9
Activity	0.18735064116700922,Agent	2.0611536181902033E-9,Organisation	2.6831867546748517E-8,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	3.1574591417091924E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	3.773468405110548E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	0.002769151529048316,Place	6.798716587676653E-7,MeanOfTransportation	2.0611536181902033E-9,Species	0.998297471586604,SportsSeason	1.2601811630561053E-8,TimePeriod	2.7485132394848877E-6,Work	2.0611536181902033E-9
Activity	0.029577631475080034,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	2.0611536181902033E-9,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	4.625320831714727E-7,Place	0.9999999979388464,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	0.9999999979388464
Activity	0.36852439645975876,Agent	1.191991152756836E-8,Organisation	4.908401875867989E-5,other	3.893635138825604E-5,Person	0.9999991664069203,Biomolecule	0.014033846986605219,CelestialBody	9.326644349086057E-4,ChemicalSubstance	0.003806825404966004,Device	0.002168494557789347,Event	4.336075888751426E-7,Location	0.003813695266801605,Place	1.0625699338881745E-7,MeanOfTransportation	2.0611536181902033E-9,Species	1.326301712760572E-4,SportsSeason	0.001002361608064504,TimePeriod	0.023628003660014024,Work	3.51531523391979E-8
Activity	0.04953482429544313,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	0.9893851196395772,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999986905352864,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	0.002440202956058875,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	2.0611536181902033E-9,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.020816837177236158,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
Activity	1.744102012929495E-5,Agent	2.0611536181902033E-9,Organisation	2.0611536181902033E-9,other	0.9999999979388464,Person	0.9999999979388464,Biomolecule	2.0611536181902033E-9,CelestialBody	2.0611536181902033E-9,ChemicalSubstance	2.0611536181902033E-9,Device	2.0611536181902033E-9,Event	2.0611536181902033E-9,Location	2.0611536181902033E-9,Place	2.0611536181902033E-9,MeanOfTransportation	2.0611536181902033E-9,Species	0.9999999979388464,SportsSeason	2.0611536181902033E-9,TimePeriod	2.0611536181902033E-9,Work	2.0611536181902033E-9
